star_rating,review_body,sentiment,cleaned_text
4,"I just got these today. So far, the $30 I spent for them is $30 very well spent. The sound is great and very clear with some awesome bass. I was a little disappointed they weren't as dark as they looked in the picture, but the sound more than makes up for it. I have seen some that have issues with the band breaking, so I will keep an eye out for that and update this if it occurs any time soon. But out of the box, an easy pairing, the sound is great, and they are comfortable on my ears with my glasses on.  March 27, 2016 UPDATE: I've had these for a while now and still have had no issues. The sound is still amazing, they are still comfortable, and stay in place when I am at the gym using them. The only reason I I have rated them a little lower due to the lower quality that the headphones are made of, but I also provide proof that if managed with and taken care of, they can last longer than other have experienced.",positive,got today far $ 30 spent $ 30 spent sound great clear awesome bass little disappointed dark look
5,"comfortable, sound decent, cute colors and great price.",positive,comfortable sound decent cute colors great price
5,This is a great little speaker. Nice and small with surprisingly good sound.,positive,great little speaker nice small surprisingly good sound
1,"I don't usually feel moved to write reviews, however in this instance I felt it only fair to warn other people about this product. Don't waste your money. I have only used it twice. And on the third time it wouldn't switch on. I consequently tried to charge it up to get it on and the screen came on briefly Then it went black and turned off never to come on again. The headphones also only worked in one ear from day one.<br />All in all, a complete waste of money. The picture makes it look much better quality than it actually is. It is cheaply made rubbish. I have now thrown it in the bin and will invest in a proper IPod.<br />My advice; don't waste your time on this cheap, poor quality item",negative,usually feel moved write reviews instance felt fair warn people product waste money twice t
5,Easy to set up and replaces a $100+ remote with no issue.,positive,easy set replaces $ 100 + remote issue
1,"I ordered one of these and it worked for my first 2 shows. When I went to use if for the third, it went right to protect. It was connected to a professional surge protector and never kept in a harsh or electronic unfriendly environment. I went to return or switch, but missed the 30 day return by 2 days. Will not order again.",negative,ordered worked 2 shows went use went right protect connected professional surge protector kept harsh o
5,"I bought one of these from the KickStarter project, and I absolutely love it.  No extra frills, no bells and whistles, just music the way it was meant to be heard.  I use my Pono Player with a pair of Sennheiser HD600 headphones and a balanced audio cable I bought from Custom Cans in UK.  I've never heard music sound better than when I listen to my Pono, the difference is amazing (and much cheaper than an audiophile quality Home Audio system).  The touch screen can be a bit sensitive at times, but not enough to be aggravating.  The USB 2 connection can be a bit slow when transferring a large number of songs, but this shouldn't be too noticeable after your initial music transfer.  Except for a couple of very minor drawbacks, I think this is by far the best portable music player for the money.  You can get portable players that sound better, but you'll have to pay around $1,000 to do it.  Unless your willing to shell out another $600 or more for a tiny increase in quality, then the Pono is the player to get.",positive,bought kickstarter project absolutely love   extra frills bells whistles music way meant heard   use pono player pair
5,Works like a charm,positive,works like charm
5,works really good,positive,works good
4,"I have an older Samsung LN46A550 and this remote works great with it. It looks almost identical to the actual remote. All the functions I need work. The only caveats are that it definitely feels cheap, the buttons are still stiff after a few weeks of use, and the battery door doesn't have a line preventing it from falling out like the real remote. If you can get past that, then this is a perfectly suitable replacement for the original remote.",positive,older samsung ln46a550 remote works great looks identical actual remote functions need work caveats definitely feels cheap
5,They work as advertised.,positive,work advertised
4,"Sound great and stay in the ear reasonably well.  You'll never mistake these for a $300 pair of headphones, but they exceed the performance of more expensive earbuds which I have owned.  In sum:  very good sound and comfort, but certainly not audiophile quality.<br /><br />I did quite a bit of research to find a pair of earbuds to use with my portable device while working in the yard or running errands.  These were what my research showed to be the best value under $110.  I recommend these.",positive,sound great stay ear reasonably   mistake $ 300 pair headphones exceed performance expensive earbuds owned   sum  
5,Worked as advertised. Great quality for the price.,positive,worked advertised great quality price
1,"Can't even turn on. i tried to charge for 3 days, and it still won't turn on.",negative,turn tried charge 3 days wo turn
5,Works great,positive,works great
5,"Great quality for the price. Now, everyone in the house wants to use these.",positive,great quality price house wants use
5,This speaker is a beast is reaaaaaaal good amzon sound bass is off the change it sound amazing,positive,speaker beast reaaaaaaal good amzon sound bass change sound amazing
5,works,positive,works
4,"I have to say that this small TV has an EXCELLENT tuner!  I bought it to replace a 9&#34; Haier TV that recently died.  The Haier TV had a very weak tuner, and despite multiple scans in multiple locations I was only able to pull in a few channels.  This Supersonic TV, on the other hand, pulled in ALL of the channels my 42&#34; LG TV did!  ALL OF THEM, nearly 40!!!  And I only had to scan once!  This little guy might not be perfect, but I sure can't find fault with the tuner!  Some of you may have different results depending on where you live, but you can be confident that this TV will pull in ALL of the channels you can possibly get in your area, no doubt about it.",positive,small tv excellent tuner   bought replace 9&#34 haier tv recently died   haier tv weak tuner despite multiple scans multiple locat
5,My new wide screen tv only has a 3.5 mm  analog audio out jack. This adapter allows me to use my wireless headphones and avoid disturbing those around me.,positive,new wide screen tv 3.5 mm   analog audio jack adapter allows use wireless headphones avoid disturbing
1,The volume is very low when I connect it to bluetooth from my phone,negative,volume low connect bluetooth phone
5,Works Great and also Great price.,positive,works great great price
2,Sucks,negative,sucks
5,Perfect for TV,positive,perfect tv
5,"It's a 100' roll of 16gauge speaker wire... looks decent enough.<br /><br />I ran lengths of 35' feet, I've read that lengths up to 50' are good with 16gauge. Any further and look at heavier gauge.<br /><br />Nice inexpensive price.",positive,100 roll 16gauge speaker wire looks decent enough.<br /><br />i ran lengths 35 feet read lengths 50 good 16gauge look heavier gauge.<br
5,Works Great,positive,works great
1,Cheap waste of money. do not need this product.,negative,cheap waste money need product
1,This has been my worst buy! The mic stopped working after a few days and within the week so did the earphones. Not a genuine apple product. I don't recommend it and if you want apple earphones I suggest not getting any that are less that $20.,negative,worst buy mic stopped working days week earphones genuine apple product recommend want apple earphones sugge
5,They fit just great on JVC HA-FX1X.,positive,fit great jvc ha fx1x
5,:),positive,
5,"Just right, not too bulky or soft. My wife thought it was a good investment.",positive,right bulky soft wife thought good investment
5,good price,positive,good price
5,works well,positive,works
5,"I really purchased this for the headset only so I haven't used the speaker at all. They are exactly as shown in the picture though and the headset works just fine. Very loud and clear audio, sturdy structure and it  hasn't broken yet after 3 months of rough handling.",positive,purchased headset speaker exactly shown picture headset works fine loud clear audio sturdy st
5,Not the first time I've ordered these.  Work well with a NUC,positive,time ordered   work nuc
5,Love this remote. Worked right out of the packaging (once the batteries were added).,positive,love remote worked right packaging batteries added
5,Perfect!,positive,perfect
3,"They're Ok, ordered these as a backup.  I don't like the ear pieces, for some reason it just doesn't fit in my ear right.  it  might be the angle or the ear pieces, I don't know. I think I'll go back to the skullcandy cheapos.  They at least fit in my ear without falling out easily",neutral,ok ordered backup   like ear pieces reason fit ear right     angle ear pieces know think
5,Have to hooked up in my son's room used to run multiple consoles. I have had them for 4 months now with zero issues. One of the few products I have gotten that work exactly as they should. One small thing make sure when you turn a device off it is all the way off before you turn on another. It will mess with the switch if you don't.,positive,hooked son room run multiple consoles 4 months zero issues products gotten work exactly small t
5,"as listed, worked fine",positive,listed worked fine
1,Used them once then broke. Poor quality. Do not buy.,negative,broke poor quality buy
4,"After several months, the neon light is not working properly, but the switch is fine.",positive,months neon light working properly switch fine
5,"so glad I decided to buy this Sony!  it sounds great, I love the extra bass feature. received it much faster than I thought I would.  Another fine job, Amazon!",positive,glad decided buy sony   sounds great love extra bass feature received faster thought   fine job amazon
5,EZ - Power great traveling companion for my computer.... saves room in the computer bag.  Great product seems very well made.,positive,ez power great traveling companion computer saves room computer bag   great product
5,perfect,positive,perfect
4,very nice item just a little uncomfortable in warm weather,positive,nice item little uncomfortable warm weather
5,"Got them as a Christmas present for my Grand Daughter, she loved them. Thank you",positive,got christmas present grand daughter loved thank
5,"Great audio and has surprisingly great noise-cancellation.<br />If you don't care about changing the volume, or a mic, definitely give them a try, since they're under $10.",positive,great audio surprisingly great noise cancellation.<br />if care changing volume mic definitely try $ 10
5,Just what I have hoped for - recommend !,positive,hoped recommend
5,Did a good job. Works as advertised.,positive,good job works advertised
5,"Some would wonder - why get this when you have ear buds that are portable also. There are a few reasons I prefer this device to earbuds. First of all, how many times have you been working around the house and gotten the cord hung up and the buds get snatched out of your ears? Or worse, the phone gets snatched out of your hand and goes flying? Okay, maybe I'm just a moron.<br />Another advantage is that you can still hear sounds around you. I use this speaker when I'm working around the house while listening to books or podcasts. With earbuds, my family has to wave me down to get my attention. Not with this device. I can hear the doorbell or other stuff while listening.<br />As for how it stacks up to other portable devices - I would say it's solid. The price is reasonable, the size is small enough to fit in a book bag, but still gives a nice full sound. And it really is simple to set up and use.<br />If you are looking for premium sound this isn't it. But if you want to have a nice, portable option to earbuds, I think you'll be happy with this wireless speaker.",positive,wonder ear buds portable reasons prefer device earbuds times working h
2,"The product is well made an appears to be strong enough for daily use. The problem I had with it is that I found it to be very uncomfortable to wear for more than 1/2 hour. It also made my ears very warm. I understand that other reviewers said that the headphones were comfortable. So it may be a personal opinion and there's no way to know ahead of time without trying them on first. For what it's worth, after testing these headphones I went to Target to determine if the lack of comfort and the warm ears was something that I would experience with all headphones. In fact it isn't. I tried some of the demo's that Target has on display and they were much more comfortable. Of course the price was 6 to 10 times the price for the Amazon Basic. I hope this helps you. I did find that the sound was quiet good and room ambient noise was reduced substantially. If it wasn't for the lack of comfort for yours truly, I would give them a 4 star rating.",negative,product appears strong daily use problem found uncomfortable wear 1/2 hour ears w
1,Is not working,negative,working
5,A.OK!,positive,a.ok
5,Does a lot for the price.,positive,lot price
5,Item as described delivered.,positive,item described delivered
5,"Wonderful headphones, quality is amazing and the look is great. Like Beats by a fifth of the cost.",positive,wonderful headphones quality amazing look great like beats fifth cost
4,"I've been using it during workouts, on runs, and wearing it straight into the shower so I could listen to music during my wind-down.  They're absolutely great.  Lightweight, clear sound, stayed put during vigorous activity.  Pretty much everything the packaging says.  It has decent battery life.  One complaint is that the on-device controls don't always play nice with my android device, but that's more likely to be an issue with my phone which has had problems with several Bluetooth headsets in the past.  Everything was going well for the first three months, then the left bud stopped working.<br /><br />Why does this review still have 4 stars, then?<br /><br />Because BlueAnt customer service was awesome.  Without any hassle, they sent me a completely new-in-the-package set as a replacement.  The only thing that keeps this from being a five-star review is the fact that originals shorted out in the first place (obviously) and the fact that the new ones took a few weeks to ship to me.  The pair I have now, though, are still going strong 6 months later.",positive,workouts runs wearing straight shower listen music wind   absolutely great   lightweight clear sound stayed du
5,These are worth every Penny.  Good base response.  Awesome sound quality.,positive,worth penny   good base response   awesome sound quality
4,Performance met my expectation,positive,performance met expectation
5,This remote works perfectly with my roku stick. I am very happy with my purchase. It replaced a remote that quit on me. I highly recommend this remote.,positive,remote works perfectly roku stick happy purchase replaced remote quit highly recommend remote
5,Great Cable for the price,positive,great cable price
5,"Presumably, you're going to use this in the bathroom, pool-side, or at the beach. I can recommend this for the small, echo-y confines of the bathroom, prof it's right next to you out doors, but this isn't going to project sound at a party. Compared to what's available at your local big box retailer, this has good function and range at a great price. If you want to spend $100, you'll get better performance.  Since the company that makes this sent this to me free of charge, and I'm swimming in Bluetooth speakers, I took this one apart. It's got a nice-sized battery (I got 4 hours of top volume in a rented U-Haul last weekend) and a couple of smallish but heavy long-stroke speakers.  Everything seems to be well thought out, even the packaging is pretty nice. The girl that announces the status of the Bluetooth connection is charmingly Chineese, and range is a pretty typical 30 feet.  Connecting was completely straightforward and typical for a Bluetooth device.",positive,presumably going use bathroom pool beach recommend small echo y confines bathroom prof right doors
3,Great cable for the price &#34;amazon value&#34;,neutral,great cable price 34;amazon value&#34
4,"I purchased 2 of these used from a popular auction site for $60 each.  They are very easy to hook up and configure.  I connected an outdoor tv antenna and one of these modulators in my basement to a two port splitter/combiner, then I used an 8 way splitter to send Charter cable + all the free over the air HD channels to every tv in my house.  It saves us the cost of renting a cable box for all the other tv sets.  I plan on using the second box upstairs in the living room to insert the blue ray player and a probably a roku on channels 20 & 22.  We use the Next Generation remote control extender to control the Charter cable box from any room in the house to change the cable channel. http://www.amazon.com/gp/product/B000C1Z0HA?psc=1&redirect=true&ref_=oh_aui_search_detailpage<br /><br />Worth Noting:<br />1)  Using cheap video cables produces a very bad picture on your tv sets.  I made my own video cables cut to the shortest possible lengths using RG6/U cable and compression RCA connectors and it provides a very good picture to all the tv sets.<br />2) The video going to the tv is only 480p and doesn't fill the entire screen of my 1080p tv.  You'll have black bars on top, bottom and both sides unless you pan or zoom so make sure your rca video cables are of the best quality.",positive,purchased 2 popular auction site $ 60   easy hook configure   connected outdoor tv antenna modulators basement t
5,"Recently used this product on a tubing trip, and it worked very well.  I would highly recommend.  It's bigger than I had anticipated, but that's a good thing so it has a little bit extra space for large smartphones to fit along with maybe a car key or extra batteries.  I also really like the aux cable, so your phone doesn't get drained using Bluetooth, and you can also use it with non-Bluetooth devices like my ipod shuffle.<br /><br />The other thing I didn't realize until I tested it, is the speaker also floats quite well in water.  It's a little heavy, but bobs just fine on the surface of the water even with a phone inside.  The two clips closures on the side are very strong and have a button latch sort of release system, so it's a little more trustworthy not to just pop open in water.  I also liked the small strap and carabineer that came with - it clipped perfectly to a small handle on the outside of my cooler and hung there within easy reach.  It has a nice mesh pocket on the inside too, so when you open it up, your phone stays secure in the pocket and doesn't just fall out.<br /><br />The audio quality and volume is pretty good for what you'd expect in this type of product.  It's not as amazing as a really expensive Bluetooth speaker for people who might be bothered by that, but that's kind of like comparing apples and oranges.  For sitting outside on a lake/river or in a normal size boat and listening to party music, I was very happy with the quality and volume.  But, if you want something that is really going to project the music across a large outdoor space or be louder, you might want to look at the boom box model offered by the same company instead.",positive,recently product tubing trip worked   highly recommend   bigger anticipated good thing little bit extra space lar
5,Shipped in a timely manner. Descriptive directions. Easy set-up and solid construction.,positive,shipped timely manner descriptive directions easy set solid construction
5,went well thanks,positive,went thanks
3,"I've used these earphones for about 6 weeks now. The sound quality is great for earphones at this price point, and the microphone seems to pick up my voice very well. My only issue is that the ear cushions/tips fall off really easily. I lost my first pair of silicone cushions within a week of use. Since the others in the pack don't fit me very well, I pulled a pair off of some old earphones. They seem to stick better, but the cushions sometimes get stuck in my ears when I try to take out the earbuds (and become disconnected). You just have to be really careful with them.  Update at about 6-7 months: the right earbud has gone out. I've downgraded my rating to three stars. It would be lower except they worked pretty well while they lasted. I'm not buying another pair.",neutral,earphones 6 weeks sound quality great earphones price point microphone pick voice issue ear cus
5,"I have had several over-the-ear noise cancelling headphones. My favorite of that type is also made by Bose. But I rarely use those anymore. These are fantastic for travel. They don't block *quite* as much airplane noise as over-the-ear headphones, but they block a lot. I really appreciate the fact that you can still hear music through them even if they are off or have run out of power. That's not true of all noise-cancellers. Sound is great and well-balanced on these too. They pouch keeps them protected and slips into whatever you're carrying as you travel. While they of course don't block varying noises like voices, etc., I find that if I'm playing music through them, they dampen other sounds enough that they don't bother me. These aren't cheap, but they are well worth the price.",positive,ear noise cancelling headphones favorite type bose rarely use anymore fantastic travel block
3,"Set up was simple enough.  Buds are comfortable and stay in well. It is easy to adjust sound from the earpiece, however, the sound quality is not what I had hoped for. I only need to hear my music while I work out so these will do for that purpose. But if great sound quality is important to you you might do better to make a bigger investment in some high end buds.",neutral,set simple   buds comfortable stay easy adjust sound earpiece sound quality hoped need hear music whi
1,"Buyer beware!  Poor quality, video is showing up yellow on display.  Tried different devices, all showing yellow, tried anothe VGA cable, on those same devices and display clear picture!  In otherwords these cables are junk!",negative,buyer beware   poor quality video showing yellow display   tried different devices showing yellow tried anothe vga cable devices display clear picture   otherword
5,Works just fine.,positive,works fine
4,"The headphones are worth the 80.00 I paid for them, just lacks the bass",positive,headphones worth 80.00 paid lacks bass
5,Outstanding,positive,outstanding
5,"(free sample supplied for review purposes)  Consider my rating 4 1/2 stars.  The first thing I want to address is the charging problem some have and it has to do with one thing, it uses USB which requires it to be charged from a computer(trickle charge) and some outlet chargers. Some have mentioned that with this version and others they are only able to get about a half an hour to an hour worth of play time. If you charge it from a computer you will get 6 to 7 hours or more depending on what you are using it for.  I really like the dark red metallic color, it is not just cool looking it is also easy to spot when you set it down.  This unit has the 32 GB built in, there are other versions that have a micro SD card slot that come with a 16 GB SD card. So depending how much you want to do with it you will have to decide what is best for you but 32 GB internal storage is a lot and will be enough for most.  Let's start with the packaging and honestly this might be my biggest negative but really didn't effect my rating. It comes in a two part clear plastic case wrapped in glued on cellophane. Don't try to remove the cellophane, take a knife and slice along the sides where the two pieces of plastic come together, slice along the two long sides and the bottom short side, you will feel your knife slightly enter the slot along the sides. By leaving the top side connected you will have a flip open case.  The player itself fits my needs perfectly, mostly for walking and listening to music and audio books. I got over 4 hours of playing time using it for that and probably had more but decided to charge the player, I don't like to let the battery get to low. The player does so much more than play audio files, there are even 4 games included but watching video and playing games might not be the best things to use the player for because of the small screen size but you can, pictures and video quality were very good. You can also record what you are listening to on the radio to or use it as a voice recorder. The radio worked great and the reception was surprisingly good. My only real negative was the bass with the supplied ear buds was not very good even at the rock setting on the equalizer but I rarely get good bass out of ear buds, the bass was a lot better with an over the ear pair of headphones.  The player was very intuitive, I never did look at the instructions and only encountered a few minor bumps in the road that I eventually figured out. The interface has a quaint old school pixelated look but really was a non issue for me. For my needs it was perfect and is very highly recommended for those with similar needs to mine.",positive,free sample supplied review purposes   consider rating 4 1/2 stars   thing want address charging problem thing uses usb requ
5,Works just as intended.,positive,works intended
1,Stopped working after two months.  I used this with a lipo charger that never went over 1.3A draw.  It doesn't supply clean/steady voltage and two of my chargers turn off instantly after plugging this in.,negative,stopped working months   lipo charger went 1.3a draw   supply clean steady voltage chargers turn instantly plugging
5,Works very well and am very pleased!!!,positive,works pleased
5,"no shorts, easy to use, well designed product....i ordered another 24 to have as spares....yes you could say i like the product",positive,shorts easy use designed product ordered 24 spares yes like product
4,Does what it's supposed to.,positive,supposed
1,"What a dissapointment, it didnt match my ibaby m6 :( . They shouldn't write its compatible with ibaby m6 which in fact, it is not.<br />Waiting for my refund a.s.a.p !!",negative,dissapointment nt match ibaby m6 write compatible ibaby m6 fact not.<br />waiting refund a.s.a.p
5,Very good quality.,positive,good quality
5,"Well, actually my husband loves it and I got it for him. This device allows one to convert digital audio signals to analog allowing for input to a traditional amplifier system from a digital output only system.  All required input connecting cables and a USB power cable are provided.  I did receive this item at a discounted price in exchange for my honest opinion.",positive,actually husband loves got device allows convert digital audio signals analog allowing input traditional amplifier system digital output
4,"I don't think that it has too much base, it's just sounds right especially for a bigger room. Nice update of previous SRSX5<br /><br />UPDATE<br />Yesterday I turned it off and today I could not turn it on. It just didn't work. I tried reset and clicking all the buttons but it didn't help as well. after disconnecting it from power source for a 30 min I was able to turn it on...<br />I will see how it goes, but looks like it's not the last time I have a problem with it.",positive,think base sounds right especially bigger room nice update previous srsx5 < br /><br />update < br />yesterday turned today turn
4,So far they have been work great. Only gave 4stars because we have only been using them for about 2 weeks.,positive,far work great gave 4stars 2 weeks
5,"Unit arrived with cat litter scattered in the outer box and IN THE SEALED PLASTIC BAG that contained the soundbar.  Obviously a return that someone did not repack well, purposefully or not.  I cleaned it up and it works great, great sound great size.  If you are like me, you are looking for something so that you can hear all the words spoken and still enjoy a full range of sound, like some nice bass.  This does all that.  A bit pricey, could have additional features etc, but it does exactly what I wanted it to do and it does it quite well.  All without any outboard speakers.  ZERO stars to the seller - selling it as NEW when containing obvious kitty litter, but a great unit.",positive,unit arrived cat litter scattered outer box sealed plastic bag contained soundbar   obviously return repack purposefully   cleaned
5,Very Good Product,positive,good product
4,Good material and quality. I am so satisfied with the case and I recomend the product,positive,good material quality satisfied case recomend product
1,$790 not worth it,negative,$ 790 worth
5,as expected. would order again,positive,expected order
5,Great!,positive,great
1,"This is a lawsuit waiting to happen.  DO NOT EVEN TRY THIS!  You can only listen effectively by headphones, but do NOT put the headphone on your ears or you may honestly & severely damage your eardrums.  I purchased this to help find what might be a mouse or bird in a wall, but the feedback on this was potentially physically damaging from the moment I turned it on to every time I tried to adjust the volume dial , even just to turn it on & have it at its lowest volume.  I had to seriously be concerned that I had ear damage & I got a massive headache within one minute.  Still have the ear pain & headache right now, four hours later.  I couldn't stop, reduce, or eliminate this from happening.  Also, the movement of your fingers holding the device is heard through the headphones, as well as the contact made by the object on the wall.  Whether it's touching something or you're touching it there is loud feedback through the headphones, too much to hear anything.  I tried to listen to known noise in the next room & couldn't hear anything but very loud static, and suddenly it hits you that no matter what you're trying to listen for it's not worth losing your hearing over.  As others have said, it looks cheap.  The silver part that touches the wall was already bent when I opened the box & looked like it could fall off easily.  Don't risk your hearing, & do not let children go anywhere near this.  And this is coming from someone that has been to quite a few very loud rock concerts.  This will ruin you.",negative,lawsuit waiting happen   try   listen effectively headphones headphone ears honestly severely damage eardrum
5,Very sturdy and well built. Many different options to get your tv in the spot it needs to. Comes with a bunch of accessories that are handy for using with the stand. Installation was straight forward and very easy with help from a second person.,positive,sturdy built different options tv spot needs comes bunch accessories handy stand installation straight forward
3,Charges Kindle and phone fast but after 5 months the plug in piece broke off in my Kindle I figure out the piece was broke when I couldn't get the charger to plug in my phone and when I touched the piece that goes into the phone it shocked me...Never had this happen with a charger..Hope it was just a fluke..,neutral,charges kindle phone fast 5 months plug piece broke kindle figure piece broke charger plug phone touched pi
5,"Does exactly as promised. Switches inputs automatically, or you can switch manually. No Signal loss I can detect. Excellent Product.",positive,exactly promised switches inputs automatically switch manually signal loss detect excellent product
5,Positive,positive,positive
5,works just as I wanted. Now I can wirelessly play music on my studio monitors.,positive,works wanted wirelessly play music studio monitors
5,"I bought this unit because it was the size, style and price I was looking for.  There were no reviews, but I took a flier on it because I read the reviews of other Mounting Dream wall mounts and they were very favorable.  I would have to say I am extremely satisfied with this mount.  I'm using it to mount a Sharp 42&#34; LCD TV.  It went up very easily and quickly.  The instructions were accurate and easy to follow (I have done this several times before so I'm not a novice).  The box came with hardware for mounting to studs or masonry.  It also had hardware for flat screens or curved back TV's.  I had no problems getting the TV mounted and up on the rails.  The fit and finish is excellent.  It is sturdy and holds the TV in place nicely.  The left or right motion doesn't lock, but it doesn't move by itself.  I find it to be balanced very nicely and moving the TV around doesn't take too much effort and it stays where I leave it.  You must have 16&#34; apart studs to use this mount.  Anything up or down will not work.  The only concern I had was hanging the TV on the mount.  The hole pattern on my TV was just about as wide as the mount. I didn't have more than 1/8&#34; on either side to spare.  But it does have a lock screw on each vertical rail so it stays secure.  Bottom line...this is a very good unit and I'm very satisfied with it.  I would definitely purchase a Mounting Dream wall mount for my next project.",positive,bought unit size style price looking   reviews took flier read reviews mounting dream wall mounts
4,"The package arrived in good time, and the contents were as expected. The inner hole was a tight fit for my headphones, and I ripped it a bit getting it on. But that was my clumsiness, and the lock ring covered it so no problem.",positive,package arrived good time contents expected inner hole tight fit headphones ripped bit getting clumsiness lock rin
3,Good long cord. The only thing is when you try to talk on the microphone people tell me they hear an echo. And that's kind of annoying.,neutral,good long cord thing try talk microphone people tell hear echo kind annoying
4,Good sound.,positive,good sound
3,"Connectors work as expected, however only received 9 packs in the bag that was supposed to have 10.  Be careful on purchasing this.  It may had been human error.",neutral,connectors work expected received 9 packs bag supposed 10   careful purchasing   human error
5,Very happy with ease of set up.  Works great for my needs.  Makes me happy to dump the cable company.  I get all the channels I watch with this antenna.,positive,happy ease set   works great needs   makes happy dump cable company   channels watch antenna
5,"Cheap, delivered 3 days after order, and works perfectly fine. One of my old roommates accidentally took the original remote when she moved and it got lost. Comcast wanted to charge way more to buy the remote directly from them. To sync with your TV, go to the Comcast remote activation page and it tells your exactly what to do and it's super easy.",positive,cheap delivered 3 days order works perfectly fine old roommates accidentally took original remote moved got lost comcast wanted charge way buy th
5,Everything was well as usual.,positive,usual
5,"Love it!  Night light not too bright, but just right! Attractive little clock!",positive,love   night light bright right attractive little clock
5,I love the sound and small size.  Go anywhere and enjoy your music.,positive,love sound small size   enjoy music
5,Love these!  Light weight and fit perfectly!  Finally found a set I do not have to constantly adjust. My husband will be getting these as a Christmas gift for sure :),positive,love   light weight fit perfectly   finally found set constantly adjust husband getting christmas gift sure
5,Is good,positive,good
5,Great product.  Makes the drudgery of lap swimming much easier.,positive,great product   makes drudgery lap swimming easier
5,Good design of outlets.  Good cord length.  A go to product,positive,good design outlets   good cord length   product
3,"sound is great, but too heavy to me",neutral,sound great heavy
1,i sent it back immediately.  put the keys in a drawer .  stood in front of the drawer and could not hear the thing sound.  forget it.  don't waste you time,negative,sent immediately   keys drawer   stood drawer hear thing sound   forget   waste time
5,Wonderful full range sound with great battery life.  Has a high quality feel to all controls.  Perfect for sitting outside on the deck.,positive,wonderful range sound great battery life   high quality feel controls   perfect sitting outside deck
5,"I'll give this 5 stars with the caveat that you are getting exactly what you pay for on a sub $20 small form factor Bluetooth earpiece. The battery life is surprisingly excellent, the sound quality is decent, and the size of the adapter is small. The coolest part about this earpiece is the fact that it comes with a mini-USB second earphone that plugs into the earpiece to create completely wireless headphones. It is very cool and I used it at the gym without either of them falling out.<br /><br />The unit comes with a ton of extra earpiece adapters to fit pretty much everyone and loops to keep the earpiece attachd if you can't get them to sit properly. It also comes with a small charging cable, but no wall-plug adapter (not a big deal - charge it on your computer or one of your cell phone chargers). The small clam-shell holder case is nifty and holds everything shipped. Nice little bonus for sure.<br /><br />I've been using it consistently for a while now and have charged it twice from completely drained. It charged fully in about 20-30 min and lasts a good 6+ straight hours of use, days on standby if you aren't using it for music. It does have a real time battery meter it will display on your phones home screen. I found it very accurate in indicating where the adapter was in regards to it's battery life.<br /><br />No one has had any questions or made any comments as to not being able to hear me or anything when on it, so I assume they cannot tell I am on a headset. I can't say the same for my $200 Plantations headset my work bought me, so a $15 adapter wins there, big time!<br /><br />My only nit here is the branding on the device, the huge black lettering (or white lettering on the black version) is ugly. I would have gone with a lower profile logo or something, it just makes it look cheap. Just my $0.02 there :-)<br /><br />All in all 5/5 stars. I would highly recommend if you need a cheap Bluetooth earpiece!",positive,5 stars caveat getting exactly pay sub $ 20 small form factor bluetooth earpiece battery life surprisingly excellent sound quality
4,It works.. Just wish it was heavier.  The price was RIGHT,positive,works wish heavier   price right
5,Works really well.,positive,works
2,Item was damage,negative,item damage
4,"For the price you're paying, you're probably not going to get much better quality than this, that said, there are a few issues, namely, no volume control on the headset itself, sometimes sound is a little weird til you tinker with the cord.",positive,price paying probably going better quality said issues volume control headset sound li
5,Best universal remote I ever had.,positive,best universal remote
5,Arrived in time.  A little larger that I expected.  That's not a problem.  Thanks!!,positive,arrived time   little larger expected   problem   thanks
5,Holds x3 and amp very securely.,positive,holds x3 amp securely
5,good,positive,good
5,"After Time Warning decided to raise my bill AGAIN and since I have been planning my escape I am cutting the cable cord. I have a Roku a SONY AV unit and Vizio TV and Blue Ray. This remote controls them all. The Macro programming could not be easier I have set my &#34;Display&#34; button as a universal on/off control. I use my SONY for all sounds and the Global volume setting works perfectly. I had all the same functions with my TW remote without the TW price. Roku, Amazon Prime, Hulu, Netflix and Showtime fo4 ~ $40 a month saves me $40 a month cutting the cable with more choices. For the price this unit fits my needs perfectly unlike my obsolete Harmony that cost 5X more. You will not regret this purchase. One warning this is a IR remote not RF so your Roku must face the remote. Not a biggie for me.",positive,time warning decided raise bill planning escape cutting cable cord roku sony av unit vizio tv blue ray remote controls
5,Love this cable.  Very high quality and fits my Senn's great.,positive,love cable   high quality fits senn great
4,It may look small but this thing can get pretty crazy if you want it to. That's what he said.,positive,look small thing pretty crazy want said
5,it works great! thank you so much!,positive,works great thank
5,I love them.... For the price you just can't beat it...,positive,love price beat
5,I may just be a kid but these thing are so cool. The sound is so is amazing and the bluetooth is really good too. They fit the ear perfectly too and its perfect for work outs and long runs. I would buy these again for $100.,positive,kid thing cool sound amazing bluetooth good fit ear perfectly perfect work outs long runs bu
5,"awesome transmitter.  easy to change the channels, great video quality.",positive,awesome transmitter   easy change channels great video quality
1,Order a controller but it didn't work. Ordered again but still didn't work. I don't know if it was just bad luck but I wouldn't buy from this seller again!,negative,order controller work ordered work know bad luck buy seller
4,"Easy install, and sturdy. I didn't use add on arms as tv was 100mm mount. great price!",positive,easy install sturdy use add arms tv 100 mm mount great price
